code;name;country;division_code;first_color;second_color
1300245;Orijent 1919;Croatia;129646;#F65B64;#94D8EF
5724946;Red Star ZH;Switzerland;5724966;#30925E;#F6F6F6
8162173;ASM Belfort;France;19;#0D4E9B;#F5695B
314963;Águia Negra;Brazil;19102111;#9F5E5D;#D35857
309;Bolívar;Bolivia;86000000;#5AACD7;#91B4CE
14159396;Sportivo Coronel Dorrego;Argentina;14037263;#9AA19E;#DAD9D8
51008763;UA Zacatecas;Mexico;51066838;#EBEBEB;#A1A0A2
19388277;Ipojuca;Brazil;19102111;#2752A2;#FCEF17
1042;TOP Oss;Netherlands;30;#E7A6A6;#EE6066
539089;Waasland-Beveren;Belgium;1;#939E61;#5A6F61
310645;Tiradentes (CE);Brazil;19102111;#A892CF;#E67061
138180;Doxa Katokopias;Cyprus;692430;#73A38C;#E4D6A1
729749;Pinhalnovense;Portugal;55065661;#EE9916;#184A9A
4203015;Palamós;Spain;67196503;#E7E617;#1C18EC
43156731;Arzignano Valchiampo;Italy;43127173;#B1E1F7;#FEF427
20046403;Nashville;United States;20033732;#F8F758;#EBE93B
137918;YF Juventus;Switzerland;98027828;#E3E3E3;#A0A2A4
5660005;La Piedad;Mexico;51066839;#A1A7D2;#DADCEB
82070529;Atlético Vega Real;Dominican Republic;82061057;#ED9F9F;#EC6069
14037347;San Martín (Formosa);Argentina;108509;#E2E2F7;#A3A3E8
725060;Sertanense;Portugal;55065660;#E3E3E3;#1E1A19
90018558;King's Lynn;United Kingdom;5123054;#57749E;#76889B
930210;Hobro IK;Denmark;6;#1E4B6C;#E2E3E3
14028676;Boxing Club;Argentina;14037261;#989B97;#60655F
184;Cercle Brugge;Belgium;1;#26905F;#046434
309346;Cúcuta Deportivo;Colombia;5260948;#E4A0A2;#FBFBFB
70042969;Manisa FK;Turkey;463485;#E1E1E1;#A3A3A5
40028584;Punjab FC;India;5624525;#A2D6F0;#5CABDB
1857;Neuchâtel Xamax;Switzerland;137889;#EB555D;#27282A
50046313;Stade Balarucois;France;20;#E2E0E2;#A6ABA5
717327;Radomiak;Poland;129559;#188F5D;#F7F7F7
2188;Benevento;Italy;33;#E71D2D;#FCEE2A
5512115;Malikiya;Bahrain;1039314;#A3D4D1;#F2E9EE
50041792;Bourges Foot;France;914523;#A6E712;#060607
14158099;Deportivo Rincón;Argentina;14037261;#DAE2E8;#A5A8B0
120979;Deportivo Cuenca;Ecuador;80000566;#136A31;#DF8C4D
301354;São Caetano;Brazil;19127222;#E3E3E4;#DCDEE3
1866;Besiktas;Turkey;130286;#161515;#5C5D5E
2049;SO Romorantin;France;914523;#0A5D1B;#579564
67034799;Vicálvaro;Spain;67101201;#AECDDE;#0A64A8
1007;FC Groningen;Netherlands;29;#B19C65;#D9CAA0
14123555;Alumni (Casilda);Argentina;14037263;#FDEBEC;#F9A8A9
313365;Perilima;Brazil;19102111;#5D92A7;#2D6F89
19337242;7 de Abril;Brazil;19102111;#EFF45E;#32604A
86075311;Atl. Porteño;Ecuador;80000567;#215367;#09394B
1555;Dundee;United Kingdom;46;#5B7297;#A6B4C9
67196246;Ordino;Andorra;47000005;#205BA0;#6494CF
453;Aris Limassol;Cyprus;692431;#4F9464;#A5CBB2
43394952;Milano City;Italy;1400401;#73282B;#A05158
55027265;Águias do Moradal;Portugal;83141262;#D8DA99;#E4E9F3
5666502;Inter Playa;Mexico;51066839;#FED523;#FDB603
14158106;Sportsman (C. de Areco);Argentina;14037263;#ECEC13;#050507
14046713;Atlético Villa Gesell;Argentina;14037263;#5F6CD2;#6470A5
5602990;SAK 1914;Austria;16302525;#A6A25F;#62629B
1910;San Jose;United States;40;#245DA4;#09090D
85003052;Pagny-sur-Moselle;France;20;#FDDA21;#2A2A2E
1025;N.E.C.;Netherlands;30;#A3A7A6;#E3E2E2
129852;Uljanik;Croatia;129758;#5463AB;#20328D
19213392;Barra FC;Brazil;19102111;#5CD7F6;#A4E4F1
89;Independiente;Argentina;102421;#EE1D25;#E3E3E3
55001122;Almancilense;Portugal;83141265;#ECA8A9;#F5EAEA
98009973;Weesen;Switzerland;98008693;#EC6863;#E89E9A
950376;Al-Ain;United Arab Emirates;7880000;#916AA4;#AF9E71
67051299;Choco;Spain;67023610;#E12B25;#E95B59
573;Aldershot;United Kingdom;109201;#6C90E6;#285AD3
916;1. FC Köln;Germany;22;#E96364;#A19FA1
1062;Fehérvár FC;Hungary;7520391;#CE242C;#153254
320262;Bahia de Feira;Brazil;19127222;#614D29;#14140F
100952;DHC;Netherlands;37043756;#9E8B62;#616650
832158;Ragusa;Italy;43064540;#2696DD;#F2F1ED
710;Shrewsbury;United Kingdom;13;#1457A2;#5D502D
2018;Hyères FC;France;914524;#0B0828;#F8D998
628;Charlton;United Kingdom;12;#E20B27;#626364
7983709;Castiglione;Italy;43064532;#C90C26;#485E8C
20041629;Peachtree City;United States;20047465;#FDD523;#FDF24C
107285;Sapporo Mythos;Japan;102428;#5F98AA;#9E9EA0
1557;Dunfermline;United Kingdom;46;#212529;#5E615D
1300641;Fylkir;Iceland;7840132;#0A0A0B;#E3E3E3
107208;AVA;Brazil;102423;#58A7D5;#F5FAFD
43076616;Pianese;Italy;43127172;#E8E8E8;#A0A1A2
1178;Udinese;Italy;32;#D0C6B2;#DDDCDA
5727241;Collex-Bossy;Switzerland;98005769;#D9DADB;#A59EA2
91156697;Brieselang;Germany;8700660;#166659;#649B93
22003932;Botev Vratsa;Bulgaria;7500000;#DA9C9E;#E95A5D
2040;Stade Plabennécois;France;50046769;#E15E5C;#E99C96
597;Shelbourne;Ireland;129373;#F9A2A8;#E3E3E3
658348;Dragovoljac Policnik;Croatia;24000270;#1B50F3;#6E8FF0
7580043;Drava;Slovenia;7580001;#0A6BDC;#A2A3A5
70039748;Kemerspor 2003;Turkey;70043163;#962723;#98E6F7
2069;US Créteil-Lusitanos;France;18;#E2EDF7;#B0CFEA
14022187;Crucero del Norte;Argentina;108509;#ABA158;#1D1908
102366;Cartaginés;Costa Rica;80000563;#565E97;#ABAFC7
67224617;Colunga;Spain;67023611;#D8CCAC;#D2D1CE
19019859;Sinop (MT);Brazil;19127222;#111860;#2C56A4
72006964;SKC Academy;United States;72043035;#083163;#96B3D7
72052048;Inter Miami;United States;1301432;#282527;#F0E2EA
14189568;Los Cachorros (Salta);Argentina;14037263;#F46263;#E9B0B1
828;AS Saint-Etienne;France;16;#209A66;#92CBB1
854;Istres FC;France;50046771;#616692;#959599
43058680;Pomezia;Italy;1400404;#E5161A;#314999
432;Dinamo;Croatia;129645;#0B50A0;#AE9C65
129831;NASK;Croatia;129757;#AC202A;#9B999A
1671;Toledo;Spain;67023627;#608A73;#115E32
661094;Omladinac Vranjic;Croatia;24000274;#96B2CB;#AECEE4
2445;Olhanense;Portugal;55065661;#D2D1D1;#0D0C0D
82070448;Cibao;Dominican Republic;82061057;#633227;#DE9F8F
1392;Sogndal;Norway;1300398;#A1A1A3;#616066
791057;Devonshire Colts;Bermuda;72009462;#FAA65D;#FCCDA2
129870;Hrvatski Vitez;Croatia;24000270;#224FB1;#60D4FA
3101496;Argentino (Quilmes);Argentina;108508;#99DCF7;#70CEF0
8162176;US Sarre-Union;France;50046772;#5EA6D9;#1E9BD7
35116978;Rödinghausen;Germany;35010927;#128F58;#F8F8F8
37064923;vv Winsum;Netherlands;37043754;#A8E160;#0B0D0A
23165273;Wuhan;China;130931;#DA201F;#FEEA60
5724406;Grenchen 15;Switzerland;98005773;#5C9ED0;#D7D9DB
1902;Zorya;Ukraine;5314301;#F5A29D;#E8DCDB
37064922;Blauw Wit '34;Netherlands;37043754;#A6CBE9;#0E6BB5
1108;Avellino;Italy;43127174;#037625;#1D9449
14047559;Argentino (Marcos Juárez);Argentina;14037263;#FA9DA3;#FC5C66
14043914;Alvear FBC;Argentina;14037263;#9E9FD1;#E7E7EB
1798;Helsingborgs IF;Sweden;50;#F01022;#9D9E9E
121209;Burghausen;Germany;91107111;#070707;#F8F8F8
307;Neman Grodno;Belarus;7483354;#F5E22A;#24A258
51078060;La Paz;Mexico;51066840;#14A0EA;#F3F4F5
14064651;Atl. Baradero;Argentina;14037263;#666667;#969697
14181535;Juventud Unida (Río IV);Argentina;14037263;#64A59B;#E3E3E3
952704;Dep. Laferrere;Argentina;14037258;#046734;#72AD91
314;ATM;Brazil;102423;#2A2829;#605F60
43156704;Viterbese;Italy;43127174;#0D225A;#FBE40E
1876;Kocaelispor;Turkey;70043163;#219567;#206C4B
85126590;FC Chamalières;France;914523;#EC101E;#FAF9F9
19300811;União Beltrão;Brazil;19102111;#688DAE;#4D769A
34003188;AS Furiani-Agliani;France;50046771;#FDFD17;#FAFAFA
15020162;Langwarrin SC;Australia;15020175;#D7AAAC;#5968A1
20500265;Sigma FC;Canada;20500261;#275997;#4B74A7
14064624;Colegiales (Tres Arroyos);Argentina;14037261;#ECD975;#9A6B69
91174402;Niesky;Germany;8700660;#DF2B23;#E4E4E4
57065222;FC Voluntari;Romania;7540024;#65DBEF;#1C5590
1129;Fiorentina;Italy;32;#E21619;#491199
1833;Umeå FC;Sweden;8114888;#13A3D7;#F1F0AD
1125;Cremonese;Italy;33;#ECB35E;#F5222B
952731;Claypole;Argentina;14037262;#EFEFF0;#9D9EA3
106858;ES Tunis;Tunisia;12019164;#5F5A28;#E3E3E3
4212262;Zalla;Spain;67101194;#D9D2AE;#DFEBE1
1159;Piacenza;Italy;43127173;#EC2921;#FC514C
301302;BRU;Brazil;19127222;#ACA824;#EAE71E
874;FC Rouen;France;914522;#EF2324;#FD4F53
20502981;Alliance United FC;Canada;20500261;#E4E4E4;#646465
311004;Sobradinho;Brazil;19127222;#E1AC51;#232125
20029882;NY Cosmos;United States;20031797;#052E60;#90D7E4
24043129;Odra;Croatia;24000278;#64A25F;#E2E2E2
37009780;HBS;Netherlands;862768;#F05960;#F8F8F8
877215;Velbert 02;Germany;91109041;#9FCFEF;#64ABDC
459;Omonoia Aradippou;Cyprus;692431;#9FB0CF;#B9C7E0
1575;Hibernian;United Kingdom;45;#288C59;#69AF8A
5270423;U. Católica (ECU);Ecuador;80000566;#30A7E2;#6290A3
18081523;Berg en Dal;Belgium;8154770;#E4B4B4;#ECADA8
1709;F.C. Andorra;Spain;71;#0D07AB;#0D11D4
67109604;Montañesa;Spain;67101195;#D8D9D8;#A2B0B0
35016581;VfL Oldenburg;Germany;35102297;#15A857;#008F3A
814983;Villarrobledo;Spain;72;#0A57AB;#1B6ED1
85066817;FC Chambly;France;17;#60591B;#115F9C
1520;Dinamo Moscow;Russia;130486;#2556A5;#DCCC9D
43066063;Crema;Italy;1400403;#EFEFE9;#98999C
20044625;North Carolina;United States;20033732;#074770;#1C5D88
98010054;Cornol - La Baroche;Switzerland;98005771;#F1EF5A;#E7E7E7
474;Slavia Prague;Czech Republic;131287;#BA092D;#D4264D
98005658;Sementina;Switzerland;137891;#F65D5E;#F5AAA4
14031221;All Boys (Santa Rosa);Argentina;14037261;#A8A056;#AAA234
5250433;San Luis de Quillota;Chile;5250793;#F8F922;#F9F95B
879625;Fürstenwalde;Germany;91107110;#F5F5F5;#101011
130496;Fakel;Russia;130487;#9BAAD5;#334FA1
303013;América (PE);Brazil;19127222;#55AB72;#91CFA7
299;Zulte Waregem;Belgium;1;#E697AD;#E3D9DD
23193554;UKM;Malaysia;5624537;#E6E135;#1BACE2
6800073;Pittsburgh;United States;20033732;#63571E;#A48F2B
729477;Maria da Fonte;Portugal;55065643;#F6F7F7;#090809
452;Apol. Limassol;Cyprus;692430;#E1EAF7;#93B3E2
1632;Koper;Slovenia;7580001;#FDF913;#0958AC
14046710;Sarmiento (Pigüé);Argentina;14037263;#DCDDEE;#9EA0D2
85036458;Racing CFF;France;50048444;#DAF3FB;#AFE6FB
2240;Cottbus;Germany;91107110;#F9D8D8;#FA9BA1
106028;Morelia;Mexico;135973;#E3DB2C;#F9F554
791049;Dandy Town Hornets;Bermuda;82001154;#E9AD9A;#EDD6AE
14028708;Maronese;Argentina;14037263;#D2D2E3;#E3E3E3
24043064;Lipovac;Croatia;24000273;#ECEAEB;#D2D3D3
50078400;AF Laxou Sapinière;France;20;#2F8C31;#50A957
5740644;Tresnjevka;Croatia;24000278;#13B055;#069832
663045;Hrvace;Croatia;129756;#A9ABCD;#9897B3
43269876;Tau;Italy;43064541;#982A28;#B0504F
2487;Praiense;Portugal;55065660;#F4DDDB;#EFA9A8
137913;Martigny-Sports;Switzerland;5724964;#DFE0D7;#DCDBDB
1518;CSKA Moscow;Russia;130486;#D35B29;#CCAD9A
133179;Mosta;Malta;2300050;#6BA3DF;#AAABA5
458631;Fatih Karagümrük;Turkey;463479;#E2E2E2;#5E5D5E
859117;FC Lienden;Netherlands;37059993;#DAD8E0;#D8D9DE
1535;Al-Shabab (KSA);Saudi Arabia;7920263;#F0AD96;#EDEBEA
14031202;Cruz del Sur;Argentina;14037261;#ECE775;#E2E2E4
859733;Excelsior '31;Netherlands;37059992;#F02922;#E3E6E6
121265;BTF;Brazil;107191;#E3E1E1;#A4A3A4
14123523;Libertad (Concordia);Argentina;14037261;#F6A6A9;#FA5C63
8709486;Pfeddersheim;Germany;8700004;#E2E2E2;#E3E1E1
5370001;Arab Contractors;Egypt;12015393;#25559F;#F7F7F7
5707530;Suwon FC;South Korea;66029602;#2B5691;#F10D2D
3804424;Grosseto;Italy;1400404;#F51E2A;#FE4A57
7880049;Al-Dhaid;United Arab Emirates;7880028;#AA5DCE;#CF9CE8
262;Antwerp;Belgium;1;#FBEBE9;#F79B99
67023731;I. Madrid;Spain;69;#060607;#F7F7F7
630;Chelsea;United Kingdom;11;#0D4FA0;#266ECD
137973;SCR Altach;Austria;136543;#16140E;#DFDFDD
3200583;Bocholt;Belgium;18097862;#E2E2E2;#171717
814954;Quintanar del Rey;Spain;67023627;#539468;#E9E9E5
91016562;Weiche;Germany;26;#CE5565;#A64E62
315;BAH;Brazil;102423;#8EB2D3;#73A0CA
102370;Transvaal;Suriname;37040965;#12AB5A;#66D59E
14057758;Las Palmas (ARG);Argentina;14037261;#272593;#110A73
301352;Santo André;Brazil;19102111;#EBEF0E;#0A9B4E
674;Leyton Orient;United Kingdom;14;#A92229;#CF5860
641;Crewe;United Kingdom;14;#979CAC;#EFEEED
1141;Lecce;Italy;32;#0F6B95;#2989B4
484477;Shakhter K.;Kazakhstan;59007527;#A55C56;#AD9F93
78073660;Internacional de Chuy;Uruguay;78046529;#A6A6E2;#CECEDD
4212387;Horta;Spain;67023614;#E9D7A1;#F4EFDB
485665;Torpedo Zhodino;Belarus;7483354;#E3E3E3;#A3A1A2
43267703;Agazzanese;Italy;43064524;#D1222A;#E76062
85002755;AS Misérieux-Trévoux;France;20;#FAFAFA;#1E2121
24051468;GOSK Dubrovnik;Croatia;129756;#A3E4F1;#FB252E
2299;Charleston;United States;20033732;#FCEC23;#F6F6F6
107242;Operário (MS);Brazil;19127222;#EAEAEB;#535354
98009957;Aesch;Switzerland;137891;#F2DE1A;#A69920
3200570;Gullegem;Belgium;18097860;#F1635E;#F4A29F
108571;El Porvenir;Argentina;14037258;#E5E5E5;#A5A6A7
1503191;Laracha;Spain;67101189;#E2E3E2;#ABAAA8
2041;AS Poissy;France;914522;#DBDDE2;#9E9FA1
72004412;Ventura County;United States;164027;#241F5C;#FB9F56
696;Peterborough;United Kingdom;13;#64A1D6;#A7CBEA
301142;Rio Branco (ES);Brazil;19102111;#A0A0A1;#0C0B0C
15059590;Avondale FC;Australia;130188;#6B8FCF;#93ACDD
1733;Real Hispalis;Spain;67;#E8D59B;#9EE9E2
57080206;CS Mioveni;Romania;150913;#FCF85C;#F7EB36
85064827;AC Boulogne-Billancourt;France;50048444;#F6985C;#F1EBE7
67105855;Noia;Spain;67101188;#9FD2A4;#A49969
216;Seraing FC;Belgium;8154824;#D8CDAA;#D5AE95
20500809;Edmonton Scottish;Canada;1301432;#E3E3E3;#969DA6
50072802;C' Chartres Football;France;914522;#999AA8;#D9DBDE
680;Man Utd;United Kingdom;11;#E20E0D;#000000
43106344;Cittanovese;Italy;1400408;#CD1D1E;#FECF31
109019;Beasain;Spain;67023613;#6E9EEF;#E3E4E5
2403;Vizela;Portugal;55065643;#1457A6;#002170
484478;Zhetysu;Kazakhstan;59007527;#214F68;#0C3950
2410;Fafe;Portugal;55065643;#F3F00E;#13130C
4212389;Vilafranca Penedés;Spain;67023614;#E8E60F;#ADAEA3
1300153;Sarajevo;Bosnia And Herzegovina;8401073;#710E10;#8B292D
682130;Lamia;Greece;129650;#A7A9D0;#6164A3
642;Crystal Palace;United Kingdom;11;#97AECD;#DADBDE
831366;Sorrento;Italy;1400407;#FE0B0C;#09090A
743;Yeovil;United Kingdom;109201;#E3E160;#A8CF5A
7920356;Al-Hazem;Saudi Arabia;7920263;#98A5DB;#E9EAED
102367;Saprissa;Costa Rica;80000563;#CC99B0;#8C2351
35130689;Diefflen;Germany;8700004;#F8615F;#F9A3A3
98009916;Urdorf;Switzerland;137891;#E3E3E3;#A7A7A8
137955;SV Neuberg;Austria;16036174;#15A655;#E9E8E9
265;Lokeren;Belgium;2;#E3E3E3;#9D9D9D
1727;Ferrol;Spain;69;#E8A8AD;#DEDADD
5727256;Goldau;Switzerland;5724965;#E22224;#FEDB20
1288;Portadown;United Kingdom;130024;#F49A66;#F8D4AA
2032;FC Montceau Bourgogne;France;50046776;#D8A2A7;#A75E61
1003;FC Emmen;Netherlands;29;#E23232;#ECE8E8
1047;Willem II;Netherlands;29;#DBA527;#1F2957
5340057;Fola Esch;Luxembourg;5340000;#FE1C1E;#FCFCFC
14031191;Altos Hornos Zapla;Argentina;14037261;#E5E5E5;#1E1E1F
67129170;Formentera;Spain;67023620;#A29D5E;#2C6AEF
14031218;Sp Atenas (Río IV);Argentina;14037261;#0F9EE0;#A8ACCB
316785;Barretos;Brazil;19102111;#1BA158;#DA6259
34013688;Toulouse Rodéo FC;France;50048443;#9FA0A0;#E2E2E2
19223319;Nacional AC de Muriaé;Brazil;19102111;#0E0C6F;#23258A
5103831;Atherton Collieries;United Kingdom;5103716;#060606;#F5F5F6
7581080;Malecnik;Slovenia;64000177;#1F1EFB;#5B5AF9
78027478;Torque;Uruguay;5512771;#08205E;#6EB0E3
129833;Metalac Osijek;Croatia;24000271;#A66222;#DC761D
14046705;San Lorenzo (MDP);Argentina;14037263;#E5A4A4;#EB6758
67051289;Somozas;Spain;67023610;#946B6B;#A4A09E
14255953;Rincón del Atuel;Argentina;14037263;#0C8E29;#A9D899
14093715;Independiente (Fernández);Argentina;14037263;#605B22;#E9EAEA
652649;Siroki Brijeg;Bosnia And Herzegovina;8401073;#2A5CAD;#FAF9F9
137925;Wohlen;Switzerland;5724965;#1C96E3;#EBF2F7
43106515;Matelica;Italy;1400405;#EFA2A1;#F8DAD9
301310;JOI;Brazil;19127222;#E8A3A6;#E8DFDF
301323;CON;Brazil;107192;#ABCFED;#61A1DD
23147325;GZ R&F;China;130931;#0567B0;#278FD9
14046675;Güemes (SdE);Argentina;108509;#5A59A0;#DD595D
951330;General Belgrano;Argentina;14037263;#514D23;#EAE9E7
814935;Teruel;Spain;67023626;#95E0E3;#F56219
7920260;Al-Khaleej (KSA);Saudi Arabia;7920264;#244C33;#4E705C
8714658;Ingolstadt;Germany;35010926;#D9D4D5;#5F5E5F
72018903;Tampa Bay;United States;20033732;#F5F5E4;#05612B
814422;Verín;Spain;67101189;#DAABAC;#E7D8D9
606;Barnsley;United Kingdom;12;#E6A3A6;#E3E4E4
831246;Virtus Castelfranco;Italy;43064524;#FCE413;#F6F6F6
24016729;Zupa Dubrovacka;Croatia;24000276;#1717F2;#F4DDA0
703;Rochdale;United Kingdom;13;#185EA0;#5F8CB6
1301108;Zenit;Russia;130486;#63B6DF;#94CCE8
1328;Hødd;Norway;1300603;#A8A9D8;#E7E7F4
16249945;FC Juniors OÖ;Austria;136544;#F3F1ED;#EBEBEC
19253694;Afogados da Ingazeira;Brazil;19102111;#AEA7CB;#EBEAEE
129858;Karlovac 1919;Croatia;24000261;#9EA1D6;#676AB2
5637855;Chonburi;Thailand;5624920;#ABCAE4;#64A1D3
5103663;Chippenham;United Kingdom;5123055;#B6B3C8;#D8D7E0
20500300;CS Longueuil;Canada;20035150;#59688F;#95A2A8
24021050;Skabrnja;Croatia;24000270;#A29F5D;#EEE01F
67182750;El Ejido;Spain;67023618;#A8D0E3;#94B4CD
63011669;Pohronie;Slovakia;7560276;#AFCADA;#EAEEEC
1021;Katwijk;Netherlands;37059991;#F0EFEF;#A4A3A4
5103836;Kidsgrove;United Kingdom;90081108;#69D6F6;#0B9433
2287;Reading United;United States;164023;#575656;#1F1E1F
5270424;América de Quito;Ecuador;80000567;#59AC66;#9CD2A0
952710;Midland;Argentina;14037258;#A5A0CE;#655E9F
14037203;Jorge Newbery (San Luis);Argentina;14037261;#DDDB5E;#E3E3E5
3101444;Juventud Alianza (SJ);Argentina;14037261;#1859A4;#F6576D
8704659;Wegberg-Beeck;Germany;91109042;#EB5457;#B6D3D6
19170069;Betim FC;Brazil;19102111;#60D0F6;#A0DFEA
131289;Slovacko;Czech Republic;131287;#0E3059;#254A74
826;AS Monaco;France;16;#FE042C;#D9AA5B
43157255;CasateseRogoredo;Italy;43064531;#E21D25;#EE4F55
19337485;Inter de Minas;Brazil;19102111;#C71933;#DB304C
1874;Istanbulspor;Turkey;463479;#615613;#A69411
1250;Valletta;Malta;2300050;#F51924;#D85F5F
4002011;Billericay;United Kingdom;5123055;#1316DF;#5D5FE2
5385104;San Carlos;Costa Rica;80000563;#E86264;#9EA5D1
5290629;Mannucci;Peru;5290551;#A8B3CE;#95ABD7
2393;Académica;Portugal;61;#0D0D0D;#5E5E5F
15006537;Olympic FC;Australia;15041771;#F12429;#FA545B
71105154;Lviv;Ukraine;5314301;#0D296B;#ECE99E
477560;Chertanovo;Russia;130487;#2296E2;#0072BA
614;Bolton;United Kingdom;13;#93ACCC;#EC5E64
318883;Rio Claro;Brazil;19102111;#12286D;#52639B
7442930;Guijuelo;Spain;70;#0E9909;#DCDEDD
131246;SC Villa;Uganda;39037297;#EFABB3;#5171D0
1300881;Wisla Kraków;Poland;129558;#E4DAA9;#5B705C
930621;Randers FC;Denmark;6;#141469;#5F5F94
39048732;Vestri;Iceland;39030708;#D691A3;#A198AC
2460;Anadia;Portugal;55065660;#A4A9E4;#5C63D7
1009;FC Twente;Netherlands;29;#F11E31;#FA4E65
865;OL;France;16;#F26062;#F9F1E1
1952;Partizan;Serbia;132321;#969595;#69696A
791067;Hamilton Parish;Bermuda;72009462;#F6D6AA;#EAADA2
89017732;Maldon & Tiptree;United Kingdom;30004922;#F82225;#9FA1A4
1660;Albacete;Spain;68;#8F6668;#665D5E
59008270;Sumqayit;Azerbaijan;59006943;#C6B3D6;#B8A1C7
741;Wrexham;United Kingdom;109201;#F9A1A2;#F5EBED
514173;Thun;Switzerland;137889;#F45B6B;#E70E1D
102477;Ctral. Córdoba (R);Argentina;14037258;#678BAC;#537291
98009918;Affoltern a/A;Switzerland;137891;#9CB6D4;#D9E0E9
157;SK Vorwärts Steyr;Austria;136544;#A00F13;#E3E3E3
135306;Sahel;Kuwait;23063354;#A8A8CC;#ACA157
135249;Kazma;Kuwait;23063354;#1A9DDF;#9AD8F6
814071;Cayón;Spain;67023612;#E2E2E2;#171B1B
636;Colchester;United Kingdom;14;#96D5F3;#63CAFA
109206;Forest Green;United Kingdom;14;#979E5B;#E2E2E2
699;Portsmouth;United Kingdom;13;#9CA6D1;#5968A9
130364;Artvin Hopaspor;Turkey;70043162;#EC16F9;#F3A0F7
19112334;Lagarto (SE);Brazil;19102111;#DBEEDF;#99D9A4
952708;Excursionistas;Argentina;14037258;#728C6B;#95AF93
14064643;Sarmiento (Cnel Suárez);Argentina;14037263;#98A163;#F73016
5637858;Sisaket;Thailand;5637986;#D5B29B;#DA9E6C
301304;CHA;Brazil;102423;#5DAA65;#93DA9D
43066551;San Donato Tavarnelle;Italy;1400404;#F6F41E;#A4ABDC
14123542;Dep. Urdinarrain (ARG);Argentina;14037263;#A2D3EE;#71B0D3
50083183;FC Métropole Troyenne;France;50046772;#505FAE;#2A3989
19305046;Pinheiro (MA);Brazil;19102111;#EA0B0D;#13A416
20040262;Miami City;United States;164026;#133158;#1A5790
7840110;Afturelding;Iceland;7840133;#729E97;#9DA8CD
35017051;Fußgönheim;Germany;8700660;#E3E2E2;#9B9B9C
34003166;Dinan Léhon FC;France;50046769;#1C2E4C;#0C172E
1472;Aves;Portugal;60;#9C5F17;#E1E1E1
72011077;Sevilla (PUR);Puerto Rico;82076276;#EEA39C;#F46B68
3606389;Havelse;Germany;26;#E70418;#FE314F
7400959;Southern District;Hong Kong;5624449;#DF5B6D;#EDE7EE
417;América de Cali;Colombia;5260948;#F7E1DF;#EEB0AB
14064695;Andino Sport Club;Argentina;14037261;#E3E3E3;#676365
1637;Celje;Slovenia;7580000;#0D9EE6;#9CDCA3
1469;KGHM Zaglebie;Poland;129558;#EECDAD;#DAB69C
301325;Itabaiana;Brazil;19127222;#F8595B;#2020FF
50086000;UC Bricquebec Football;France;20;#171A72;#2D318C
1101813;Östersunds FK;Sweden;50;#56130E;#2A0F08
652830;Uskok;Croatia;129756;#DCEAF3;#B3D5E9
5103876;Morpeth;United Kingdom;5103716;#9B9A9D;#63616A
6002540;Berliner AK;Germany;91107110;#EE556C;#E2E3E3
14189569;Huracán (Montecarlo);Argentina;14037263;#F4A1A2;#E2E3E3
90;Lanús;Argentina;102421;#515D76;#626D87
1786;Degerfors IF;Sweden;52;#FE1813;#D0A70E
14057774;Huracán (Córdoba);Argentina;14037263;#1E1B0A;#575920
84107118;Condeixa;Portugal;55065660;#D01F27;#B48F8E
168;AA Gent;Belgium;1;#98B1D6;#135BAF
14123529;Alte. Brown (Lules);Argentina;14037263;#635695;#2D1B71
14064632;Atl. Cuyaya;Argentina;14037261;#F6F6F6;#1F1F1F
107681;Inter d'Escaldes;Andorra;47000005;#2B52D4;#9D9EA1
24016627;Sloga Gredelj;Croatia;24000278;#9CADCC;#7289B2
1043;Telstar;Netherlands;30;#11679D;#E4272D
78012164;Villa Teresa;Uruguay;5512771;#FAE5E6;#FB5B62
57047936;FC Viitorul;Romania;7540024;#0D1F96;#F2F3F0
484479;Oqzhetpes;Kazakhstan;59007527;#D2D6E7;#5965A7
5100035;Droylsden;United Kingdom;90081109;#EE9C9A;#F3DFDE
831351;Jesina;Italy;1400405;#EC0C25;#FD2E4B
301188;Guarani (MG);Brazil;19102111;#F0A6A0;#E75C52
98009978;Vedeggio Calcio;Switzerland;137891;#B01B12;#DECD62
14002962;Rivadavia (Lincoln);Argentina;14037261;#F5999D;#E82329
98000197;Schöftland;Switzerland;98005773;#D8D9D9;#ADABAC
23245715;Ceres (PHI);Philippines;23489925;#2D965B;#4CA474
708;Sheff Utd;United Kingdom;11;#F16368;#E2E4E4
130782;Everton de Viña;Chile;5250792;#E7DBA6;#E7E4D8
8457492;Adelaide United;Australia;129985;#B5CADD;#98B5CD
1200656;Destroyers;Bolivia;86000000;#F8E228;#E9E7B0
84107167;Armacenenses;Portugal;55065661;#DBD99B;#D4CE6C
24043065;Mladost Vodjinci;Croatia;24000273;#F199A2;#E3E3E3
137917;Schaffhausen;Switzerland;137890;#605910;#E3E3E3
107220;MAD;Brazil;19102111;#262FA0;#61629A
14255948;Villa San Antonio (Salta);Argentina;14037261;#FD1416;#032E9C
24025487;Vrsar;Croatia;24000275;#A4A4A5;#E3E3E3
129666;Panserraikos;Greece;36031104;#DB1015;#EF9D9F
968;Apollon;Greece;129651;#282565;#555490
71093550;Bakhchysaray;Ukraine;71093597;#EBAB5D;#F41E12
308094;Real Potosí;Bolivia;86000000;#E4CFA7;#D0AF8F
